Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003-04,19,DEN,NBA,SF,4,4,35.8,5.3,16.0,.328,0.5,2.8,.182,4.8,13.3,.358,.344,4.0,5.0,.800,1.8,6.5,8.3,2.8,1.3,0.0,4.3,2.8,15.0
2004-05,20,DEN,NBA,SF,5,5,36.0,7.0,16.6,.422,0.0,0.2,.000,7.0,16.4,.427,.422,5.2,6.4,.813,2.8,2.6,5.4,2.0,0.6,0.2,2.6,4.0,19.2
2005-06,21,DEN,NBA,SF,5,5,38.6,6.6,19.8,.333,0.0,0.8,.000,6.6,19.0,.347,.333,7.8,10.4,.750,2.4,4.2,6.6,2.8,0.8,0.2,3.0,4.0,21.0
2006-07,22,DEN,NBA,SF,5,5,42.0,9.4,19.6,.480,1.8,3.6,.500,7.6,16.0,.475,.526,6.2,7.8,.795,3.6,5.0,8.6,1.2,1.0,0.0,3.8,2.4,26.8
2007-08,23,DEN,NBA,SF,4,4,36.5,8.0,22.0,.364,0.5,2.0,.250,7.5,20.0,.375,.375,6.0,7.3,.828,4.8,4.8,9.5,2.0,0.5,0.3,3.0,4.3,22.5
2008-09,24,DEN,NBA,SF,16,16,38.3,9.1,20.1,.453,1.5,4.1,.364,7.6,16.0,.477,.491,7.4,9.0,.826,1.6,4.2,5.8,4.1,1.8,0.6,2.3,3.8,27.2
2009-10,25,DEN,NBA,SF,6,6,42.3,10.7,23.0,.464,1.0,3.2,.316,9.7,19.8,.487,.486,8.3,9.5,.877,2.3,6.2,8.5,3.3,2.0,0.5,3.5,4.3,30.7
2010-11,26,NYK,NBA,SF,4,4,39.0,8.3,22.0,.375,2.3,6.5,.346,6.0,15.5,.387,.426,7.3,8.5,.853,3.3,7.0,10.3,4.8,1.3,0.8,3.3,4.0,26.0
2011-12,27,NYK,NBA,SF,5,5,40.8,10.4,24.8,.419,0.8,3.6,.222,9.6,21.2,.453,.435,6.2,8.2,.756,2.6,5.6,8.2,2.2,1.2,0.2,2.8,4.2,27.8
2012-13,28,NYK,NBA,PF,12,12,40.1,10.5,25.8,.406,1.4,4.8,.298,9.1,21.1,.431,.434,6.4,7.3,.885,0.9,5.7,6.6,1.6,1.1,0.2,2.6,3.8,28.8
